2012-03-30T22:34:30 cmd	mysql_thread_id	state	user	hostname	db	time	info
2012-03-30T22:34:34 Query	318	freeing items	espresso	localhost	es_ucp_1	00:00	USE `es_ucp_1`
2012-03-30T22:34:36 Query	367	Writing to net	espresso	localhost	es_ucp_0	00:00	USE `es_ucp_0`
2012-03-30T22:34:38 Query	211	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171694','689198529',1333146878895,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '689198529', timestamp = 1333146878895, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	226	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171881','1775669359',1333146878933,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1775669359', timestamp = 1333146878933, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	228	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171687','3629787957',1333146878894,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3629787957', timestamp = 1333146878894, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	245		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:34:38 Query	258	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171908','2198168518',1333146878938,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2198168518', timestamp = 1333146878938, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	283		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:34:38 Query	295	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171816','4172398674',1333146878920,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4172398674', timestamp = 1333146878920, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	300	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171896','2552569008',1333146878936,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2552569008', timestamp = 1333146878936, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	302	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171852','2326010308',1333146878927,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2326010308', timestamp = 1333146878927, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	309	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171922','3699936835',1333146878941,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3699936835', timestamp = 1333146878941, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	310	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171870','3917545164',1333146878932,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3917545164', timestamp = 1333146878932, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	313	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171672','3619414365',1333146878891,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3619414365', timestamp = 1333146878891, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	318		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:34:38 Query	320	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171711','2999358209',1333146878900,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2999358209', timestamp = 1333146878900, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	321		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:34:38 Query	323	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171809','611350257',1333146878919,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '611350257', timestamp = 1333146878919, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	328	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171889','3277232352',1333146878934,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3277232352', timestamp = 1333146878934, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	330		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:34:38 Query	331	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171863','264806307',1333146878929,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '264806307', timestamp = 1333146878929, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	332		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:34:38 Query	333	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171760','1652090719',1333146878909,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1652090719', timestamp = 1333146878909, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	335		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:34:38 Query	336	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171768','1753771343',1333146878911,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1753771343', timestamp = 1333146878911, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	337	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171719','4002432195',1333146878900,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4002432195', timestamp = 1333146878900, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	338	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171755','1690117201',1333146878908,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1690117201', timestamp = 1333146878908, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	339	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171786','3726422620',1333146878914,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3726422620', timestamp = 1333146878914, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	340	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171935','3619414365',1333146878949,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3619414365', timestamp = 1333146878949, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	345		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:34:38 Query	346		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:34:38 Query	348		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:34:38 Query	356	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171742','860976615',1333146878905,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '860976615', timestamp = 1333146878905, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	357		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:34:38 Query	358		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:34:38 Query	360	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171665','1667773615',1333146878890,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1667773615', timestamp = 1333146878890, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	361	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171737','4112177763',1333146878904,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4112177763', timestamp = 1333146878904, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	362	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171827','3400569518',1333146878922,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3400569518', timestamp = 1333146878922, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	363	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171773','171372235',1333146878911,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '171372235', timestamp = 1333146878911, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	365	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171799','2067376138',1333146878916,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2067376138', timestamp = 1333146878916, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	366	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171878','2112272375',1333146878933,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2112272375', timestamp = 1333146878933, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	367	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171845','409243094',1333146878926,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '409243094', timestamp = 1333146878926, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	368	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171801','347677650',1333146878917,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '347677650', timestamp = 1333146878917, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	369	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171724','820200801',1333146878901,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '820200801', timestamp = 1333146878901, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	371		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:34:38 Query	372		espresso	localhost	es_ucp_2	00:00	commit
2012-03-30T22:34:38 Query	373	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171791','1742169740',1333146878915,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1742169740', timestamp = 1333146878915, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	374	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171913','3631561404',1333146878939,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3631561404', timestamp = 1333146878939, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	375		espresso	localhost	es_ucp_0	00:00	commit
2012-03-30T22:34:38 Query	377	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171900','703691425',1333146878937,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '703691425', timestamp = 1333146878937, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	378	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171834','335307130',1333146878923,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '335307130', timestamp = 1333146878923, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:38 Query	389	update	espresso	localhost	es_ucp_1	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413171706','2894807651',1333146878899,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2894807651', timestamp = 1333146878899, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:42 Query	348	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413192072','1947015385',1333146882976,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1947015385', timestamp = 1333146882976, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:44 Query	374		espresso	localhost	es_ucp_1	00:00	SET autocommit=1
2012-03-30T22:34:49 Query	283	update	espresso	localhost	es_ucp_0	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413221785','2421659098',1333146888996,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2421659098', timestamp = 1333146888996, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:49 Query	330	update	espresso	localhost	es_ucp_0	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413221770','3406998464',1333146888995,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3406998464', timestamp = 1333146888995, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:49 Query	358	update	espresso	localhost	es_ucp_0	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413221792','470518926',1333146888998,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '470518926', timestamp = 1333146888998, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:49 Query	372	update	espresso	localhost	es_ucp_0	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413221778','1964176226',1333146888996,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1964176226', timestamp = 1333146888996, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:49 Query	320	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413221802','3794538814',1333146889000,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3794538814', timestamp = 1333146889000, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:49 Query	336	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413221815','1184181065',1333146889001,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1184181065', timestamp = 1333146889001, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:49 Query	368		espresso	localhost	es_ucp_3	00:00	SET autocommit=1
2012-03-30T22:34:49 Query	369	Writing to net	espresso	localhost	es_ucp_2	00:00	SET autocommit=0
2012-03-30T22:34:53 Query	258	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240555','3000923791',1333146893008,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3000923791', timestamp = 1333146893008, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	309	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240533','826065130',1333146893001,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '826065130', timestamp = 1333146893001, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	321	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240528','548731869',1333146893001,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '548731869', timestamp = 1333146893001, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	323	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240519','2862839107',1333146892999,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2862839107', timestamp = 1333146892999, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	335	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240542','2365543113',1333146893004,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2365543113', timestamp = 1333146893004, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	339	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240520','1988764765',1333146892999,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1988764765', timestamp = 1333146892999, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	356	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240586','4014836257',1333146893015,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4014836257', timestamp = 1333146893015, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	366	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240564','1754786864',1333146893011,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1754786864', timestamp = 1333146893011, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	368	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240591','4258532894',1333146893016,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4258532894', timestamp = 1333146893016, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:53 Query	375	update	espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413240577','1242415807',1333146893013,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1242415807', timestamp = 1333146893013, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	245	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252176','4050303395',1333146895018,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4050303395', timestamp = 1333146895018, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	300	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252208','1886236794',1333146895023,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1886236794', timestamp = 1333146895023, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	313	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252132','2776420563',1333146895011,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2776420563', timestamp = 1333146895011, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	318	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252158','2833468445',1333146895015,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2833468445', timestamp = 1333146895015, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	320		espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252233','1715905265',1333146895027,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1715905265', timestamp = 1333146895027, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	336	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252235','3193194795',1333146895028,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3193194795', timestamp = 1333146895028, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	338	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252165','2339177968',1333146895016,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2339177968', timestamp = 1333146895016, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	358	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252200','1099845702',1333146895021,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1099845702', timestamp = 1333146895021, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	360	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252183','747479904',1333146895018,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '747479904', timestamp = 1333146895018, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	361	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252150','4093825161',1333146895013,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4093825161', timestamp = 1333146895013, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	369	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252217','1213805681',1333146895025,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1213805681', timestamp = 1333146895025, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	371	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252129','3962755471',1333146895010,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3962755471', timestamp = 1333146895010, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	374	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252194','944662782',1333146895020,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '944662782', timestamp = 1333146895020, val = _binary[BINARY], schema_version = 1
2012-03-30T22:34:55 Query	378	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413252103','3732968219',1333146895008,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3732968219', timestamp = 1333146895008, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:09 Query	258	Writing to net	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413322459','1927608022',1333146909080,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1927608022', timestamp = 1333146909080, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:11 Query	283	Writing to net	espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:35:11 Query	345		espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413332207','3169579830',1333146911079,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3169579830', timestamp = 1333146911079, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:13 Query	323		espresso	localhost	es_ucp_3	00:00	commit
2012-03-30T22:35:13 Query	365	closing tables	espresso	localhost	es_ucp_3	00:00	USE `es_ucp_3`
2012-03-30T22:35:17 Query	310	update	espresso	localhost	es_ucp_2	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413356492','1027766116',1333146917107,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1027766116', timestamp = 1333146917107, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:19 Query	339		espresso	localhost	es_ucp_0	00:00	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413368882','2137709112',1333146919120,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2137709112', timestamp = 1333146919120, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	211	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375810','4259349923',1333146920283,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '4259349923', timestamp = 1333146920283, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	226	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375951','161234380',1333146920308,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '161234380', timestamp = 1333146920308, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	228	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376020','107283328',1333146920323,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '107283328', timestamp = 1333146920323, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	245	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375825','1194073268',1333146920286,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '1194073268', timestamp = 1333146920286, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	258	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375959','3631561404',1333146920309,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3631561404', timestamp = 1333146920309, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	283	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376103','2422766710',1333146920412,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2422766710', timestamp = 1333146920412, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	295	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413376077','2735979065',1333146920352,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '2735979065', timestamp = 1333146920352, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	300	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375797','293653841',1333146920282,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '293653841', timestamp = 1333146920282, val = _binary[BINARY], schema_version = 1
2012-03-30T22:35:21 Query	302	update	espresso	localhost	es_ucp_3	00:01	INSERT INTO `ActivityEvent` (`id`,etag, timestamp, val, schema_version) VALUES('413375717','3005205772',1333146920269,_binary[BINARY],1) ON DUPLICATE KEY UPDATE etag= '3005205772', timestamp = 1333146920269, val = _binary[BINARY], schema_version = 1
